ROW_ID,SUBJECT_ID,GENDER,DOB,DOD,DOD_HOSP,DOD_SSN,EXPIRE_FLAG,GENDER_CODE
1715260,9817,F,1823-11-25,2193-07-20,,210-60-8022,1,0
2664557,21960,M,2109-07-11,,2151-11-15,,0,1
11784059,6449,F,2114-10-09,,2133-07-17,,1,0
133520,68636,M,2098-05-14,,,,1,1
4866846,28667,M,2135-01-06,,2151-11-23,,0,1
16567705,13621,M,2092-04-27,,2151-11-06,,0,1
901600,24590,F,2088-03-30,2126-05-17,,,1,0
7645166,11715,F,1895-05-16,,2182-03-03,028-53-8219,1,0
6124425,53396,F,2092-09-18,2172-10-21,2109-06-13,,1,0
9548044,4622,M,2060-07-04,,2151-10-30,,0,1
1293665,29781,F,2086-01-05,2152-08-09,,,0,0
14686102,23714,F,2081-05-09,,,,0,0
11817288,17625,M,2158-01-20,2152-07-12,,,0,1
842991,58722,F,2090-05-06,,,,1,1
6293319,3069,M,2069-06-21,,,549-81-5462,0,1
954897,83837,M,2149-01-17,,,,0,1
13101087,25968,M,2097-12-09,,,,0,1
195143,79977,F,2103-01-10,,,,1,0
9056940,21949,F,2027-05-06,,,,1,0
7514713,27982,F,2102-06-25,,,,0,0
16507582,3997,M,2105-01-16,,2158-01-26,,1,1
15683869,20278,F,2098-06-30,,,459-72-0353,0,0
8333236,10327,F,2115-12-03,,,,1,0
13434410,11142,F,2036-08-09,,,,0,0
15117592,61789,F,2163-02-17,2152-09-15,,,0,0
10132445,30269,F,2061-04-26,,,486-27-1905,1,0
312113,15580,F,2081-04-09,,,247-47-8484,0,0
16598707,52806,F,2093-09-19,2199-04-05,2113-04-27,,1,0
13441380,51141,F,2127-12-18,2152-08-03,2151-12-03,,0,0
5737073,16963,M,2163-01-15,,,331-21-5922,0,1
8268802,1415,M,2158-05-03,,,,0,1
5611000,50477,F,2120-08-24,,,810-65-7168,0,0
12889248,8303,M,2125-05-24,2152-07-07,,,0,1
2368893,23300,M,2048-03-11,2152-08-15,,,0,1
6405486,19452,M,2099-02-20,,2151-11-15,654-99-9343,0,1
6217745,2045,F,2034-01-07,,2179-12-20,,1,0
6355742,20395,M,2117-07-11,,,,0,1
13839324,21503,F,2166-11-27,2152-07-10,2151-11-28,,0,0
7621001,-92,M,2107-03-30,,,391-53-5465,0,1
3153591,40186,M,2112-09-07,2152-07-24,,,0,1
11506935,17787,F,2117-02-22,2152-07-30,,615-82-8490,0,0
9481781,12746,F,2127-11-24,,2151-11-26,,0,0
4119854,19236,M,2099-08-05,2152-09-05,,471-65-9398,0,1
8050902,22036,M,2091-12-25,2111-03-20,2151-11-02,,1,1
5437971,25528,M,2150-03-29,2152-08-17,,,0,1
5338220,32248,F,2106-02-05,2152-07-17,,540-11-7533,0,0
3348971,15381,F,2076-11-23,2152-08-09,,,0,0
13574492,22661,M,2084-02-17,,,311-35-7596,0,1
1425101,51150,F,2035-09-22,,,,1,0
10066264,12723,M,2058-10-11,,,,0,1
9094416,24444,M,2107-01-24,2198-01-11,,,1,1
4439548,59346,F,2082-12-12,,2193-12-11,,1,0
13189673,26111,F,2105-04-08,,,,1,0
3519185,20116,M,2098-08-28,2152-07-12,2151-12-03,707-55-4754,0,1
2451842,72763,M,1841-07-10,2120-07-25,,372-51-5848,0,1
9235957,13170,M,2053-01-13,,,581-91-2093,0,1
1341344,21499,M,2100-05-30,2199-02-02,2151-12-09,,1,1
6968197,92782,F,2059-11-09,,,,0,0
10286392,19139,M,2038-09-09,2152-07-10,2151-11-01,314-41-1008,0,1
11015684,29904,F,2107-10-15,2152-07-22,,,0,0
14851564,26772,M,2115-05-27,,,112-88-4235,1,1
9983914,91967,M,2077-10-12,,,,1,1
10255846,14744,M,2144-07-15,,,,0,1
5002801,23464,M,2109-04-14,,,655-01-8070,0,1
11901765,51558,M,2134-06-29,,,,0,1
737934,5280,F,2069-11-08,,,,0,0
12878402,15020,F,2154-03-16,2152-07-14,,,0,0
2557505,5176,M,2185-03-28,,,443-14-0124,0,1
16253042,22508,F,2058-07-04,,,,1,0
9804998,10059,M,2127-06-20,2152-08-09,,,0,1
8881689,83481,F,2096-02-14,,,,1,1
4389545,82422,F,2022-10-15,,,477-16-2836,1,0
2315289,21179,F,2066-11-16,,,,0,0
14096818,10320,F,2102-07-06,,2194-07-16,022-58-0808,1,0
14445459,25870,M,2145-02-01,,,598-61-4752,0,1
11685676,3927,F,2068-08-22,,,271-05-5054,1,0
16567103,30495,M,2113-11-18,,2151-11-19,565-25-6896,0,1
3816688,2376,M,2104-09-17,,2151-11-23,,0,1
9572806,21720,M,2148-09-12,,,,1,1
195977,13021,F,2132-07-18,,,,0,0
15035908,52557,M,2082-02-14,,2159-05-27,534-29-8695,1,1
3706636,97092,F,2058-11-27,2152-08-07,,,0,0
6552681,61154,F,2063-11-23,,2151-11-10,,0,0
13498932,10745,F,2181-12-23,,,,0,0
15864683,20723,M,2120-10-10,,,,0,1
7241186,11132,F,1816-03-13,2197-01-27,,,1,0
5390775,18047,F,2130-02-21,,,,0,0
11259418,15287,M,2067-04-02,,,754-68-6688,1,1
5874360,16446,M,2094-01-29,2152-07-14,,,0,1
5447547,93759,M,2070-07-09,,,,0,1
7006557,7402,F,2122-05-26,,,,1,0
7008519,30116,F,2135-11-01,,,,0,0
8808621,27404,F,2099-02-07,,,196-04-9484,1,0
2769720,21649,M,2118-05-05,2152-07-24,,,0,1
13861484,13856,F,2112-08-27,,2120-03-05,,1,0
2747734,19336,M,2104-03-30,2196-12-15,,324-85-7633,1,1
3839127,22751,M,2067-10-26,2152-06-23,2151-10-16,,0,1
2444282,64248,M,2105-10-17,,,,0,1
1610145,6581,F,2092-07-12,,2160-10-31,506-27-1174,1,0
11216279,26181,F,2056-08-16,,2177-04-11,,1,0
946154,32067,M,2100-12-12,,,354-30-7392,0,1
15229631,11339,F,2105-05-02,,,530-41-2282,0,0
8853237,30685,F,2091-06-08,,,737-22-5448,1,0
10867220,7158,F,2125-11-21,,,410-39-6090,1,0
5097967,21207,M,2111-06-17,,,101-40-5491,0,1
10288879,21959,M,2127-03-10,,,,0,1
464023,27880,M,2195-11-07,2152-08-18,,623-62-2583,0,1
15550379,75992,M,2079-04-07,2152-07-31,,,0,1
1425947,3262,F,2022-04-30,,,,0,0
10462032,19693,F,2063-02-17,,,745-42-4395,0,0
9595376,31700,F,2126-01-03,2152-08-09,,,0,0
15140919,30762,F,2087-10-24,,2162-09-09,524-81-1098,1,0
7120380,20038,F,2092-05-11,,,,1,0
1377115,31285,F,2065-01-08,,2151-11-29,,0,0
6875530,2480,F,2100-07-21,,,494-86-3001,0,0
9424990,26846,M,2165-04-15,,,,0,1
7470412,2465,F,2108-10-11,2152-07-17,,776-29-5069,0,0
15929298,29718,F,2087-01-13,,,,1,0
5229993,19802,F,1835-03-22,,,175-83-9449,1,0
732136,28175,F,2129-09-24,2152-07-17,,,0,0
6707438,22580,F,2054-07-31,,,,0,0
15873215,55510,M,2047-10-12,,,,1,1
16130987,30080,F,2170-08-29,,,,0,0
10096620,46364,F,2139-03-13,,2151-11-21,891-10-7167,0,0
3150354,64291,F,2124-10-25,,,,1,0
12304026,4203,F,2090-11-19,,,,0,0
9655819,9633,M,2128-06-27,,,,0,1
13620590,29960,F,2087-02-25,,,,1,0
1894508,61993,F,1848-05-10,,,,1,0
1304717,67602,M,2106-09-20,,,280-51-6063,1,1
9216941,21441,M,2102-09-19,2178-01-16,,,1,1
10575970,27012,M,2106-01-25,,,,0,1
10800142,21121,F,2111-01-04,2125-08-27,,,1,0
7021686,49353,M,2142-12-11,2152-08-18,2151-11-22,,0,1
4994945,13403,M,2103-02-17,,2151-11-05,,0,1
3103128,44109,M,2105-10-23,2152-08-01,,,0,1
5691797,15875,M,2117-12-13,,2151-11-11,434-68-9233,0,1
6482098,96244,F,2156-08-19,,,,0,0
2361990,44371,F,2045-04-18,,,,0,0
339705,16370,M,2068-03-23,2152-08-20,,230-58-3021,0,1
5403305,11730,F,2093-04-28,2147-06-17,,550-59-4048,1,0
12303131,20940,M,2089-03-10,,,,1,1
8499636,81391,M,2106-02-17,,,,0,1
631990,97725,F,2147-10-25,2152-07-17,,,0,0
1864577,3366,M,2075-01-22,,,302-16-5364,0,1
4987574,27919,M,2110-09-19,,,,0,1
4347123,29773,F,2113-01-03,2162-02-08,,,1,0
6959512,1786,M,2119-12-21,,,,0,1
5927664,22121,M,2102-05-15,,,,1,1
1591704,13633,M,2127-07-30,2152-07-29,,,0,1
10854649,10604,F,2104-04-07,2149-11-01,,,1,0
5972867,7434,M,2117-10-03,,,203-65-4552,0,1
4727924,12991,F,2095-02-06,,,,0,0
7977067,4339,M,2120-03-29,,,,1,1
6340788,26869,M,2152-04-12,,2151-11-20,,0,1
346286,83788,M,2101-04-18,,,,0,1
4686194,29018,M,2100-03-18,,,,1,1
10737005,96547,F,2027-11-26,2130-05-14,,206-49-0414,1,0
3341970,12805,M,2088-02-02,,,,0,1
4256705,24615,M,2189-06-05,,,,0,1
3583981,84048,M,2107-07-03,,2151-11-21,,0,1
2343102,16181,F,2156-01-16,,2151-11-30,403-95-9901,0,0
16582137,30559,F,2101-12-23,2119-10-03,2108-04-08,,1,0
11500866,10569,M,1865-06-07,,2151-11-25,,1,0
3254685,78234,F,2111-12-16,,,,1,0
3278497,24347,F,2125-03-30,2190-05-31,,,1,0
8393103,50060,F,2144-05-09,,,,0,0
12449635,21559,M,2107-05-16,2195-09-16,,,0,1
14863103,514,M,2065-02-12,,,,0,1
10676217,19611,F,2098-09-05,,,,0,0
8088597,10694,M,2094-08-07,2136-06-08,2151-11-23,057-50-6928,1,1
2314178,12514,F,2078-04-17,,,770-36-5682,1,0
6257402,65521,M,2100-07-01,,,,0,1
14395213,24023,M,2124-07-04,2120-02-08,,825-24-6662,1,1
11442256,11084,M,2192-12-17,2152-07-09,,,0,1
13921430,28303,F,2090-05-05,2152-07-16,,,0,0
643026,48744,F,2154-06-28,2152-08-13,,,0,0
15338156,20305,M,2116-12-16,2147-09-16,,,1,1
5268878,1735,M,2112-11-20,,,,0,1
3255547,53510,M,2100-03-07,,,133-94-6715,1,1
10278360,14687,F,2165-07-09,,,,0,0
5870204,14683,F,2201-07-24,,2151-11-17,,0,0
14822958,26023,M,2106-05-18,,,760-89-0633,1,1
13256158,12980,M,2146-12-27,,,,0,1
11248075,18153,M,2121-01-26,,,546-17-8049,0,1
13053528,6303,M,2086-05-01,,2151-11-03,,0,1
16185603,1547,F,2096-08-26,,,,1,0
11965415,32440,F,2098-01-01,,,,1,0
6706824,27755,F,2110-01-03,,,,1,0
6297171,56326,F,2076-11-02,2174-09-14,,,1,0
15220471,50283,M,2056-04-18,2198-03-17,,,1,1
11593166,17285,M,2117-12-02,,,455-87-9032,0,1
5167377,6553,M,2126-04-02,,,,1,1
8946897,3509,F,2107-08-25,,,,1,0
112106,6265,M,2026-07-31,,2151-11-29,038-83-5520,0,1
8975641,65629,F,2132-10-17,2152-08-17,2151-11-18,,0,0
2843835,9590,F,1842-01-16,,,,1,0
3291431,30189,F,2097-10-11,2152-07-23,,,0,0
9021339,16840,F,2115-04-15,2152-08-29,,,0,0
16542894,3247,M,2099-05-24,,,875-92-2230,1,1
6891346,16060,F,2091-12-16,2190-12-26,,,1,0
325287,19785,M,2054-02-07,2183-01-21,,341-55-5890,1,1
14623688,18640,F,1825-01-02,,,,1,0
6571500,598,M,2109-07-23,,,,1,1
4324557,20245,M,2104-11-25,2152-07-05,,,0,1
8143976,65427,M,2126-08-11,,2151-11-16,,0,1
14347231,50210,M,2112-08-04,2152-08-08,,,0,1
10497958,21781,M,2088-08-26,,,,0,1
8507243,23835,F,2097-02-10,2185-12-11,2133-08-10,,1,0
7048827,8022,F,2071-12-12,2141-06-04,,,0,0
8664392,28204,M,2143-02-07,,,,0,1
999641,20174,F,1879-02-25,,2155-08-27,369-94-3541,1,0
10091223,23257,M,2046-03-17,2111-09-24,,,1,1
7808277,16876,M,2022-12-30,2152-07-22,,758-04-1467,0,1
7230858,95695,M,2110-04-01,,,,1,1
14725844,29440,F,2103-03-22,2152-07-29,,,0,0
7405902,6681,F,2183-03-22,,,,0,0
14241652,92088,F,2170-02-04,2152-07-29,,,0,0
449726,19426,M,2121-01-22,,,,0,1
11340826,30478,M,2118-04-13,,,,0,1
5054545,25819,F,2096-02-17,2152-07-26,,,0,0
12319898,22674,M,2076-11-22,,,,0,1
8966066,65887,M,2116-03-23,,,,1,1
6249898,22906,M,2061-12-02,,,817-93-4982,0,1
4135537,74311,F,2115-02-28,,,,0,0
3281637,8890,M,2118-03-11,,,,1,1
11042445,66780,F,2171-01-25,,2151-12-12,,0,0
5792010,13492,M,2088-01-20,,,,0,1
15398262,15795,F,2069-07-08,,,,0,0
14835848,23590,M,2121-03-08,,,,0,1
14185847,93053,F,2116-01-15,2152-08-22,,,0,0
310914,9092,F,2159-04-20,2120-03-10,,490-70-3542,1,0
16763855,67369,M,2141-01-17,,,,0,1
9716694,96238,F,2079-01-13,2124-12-06,,,1,0
2910963,20192,F,2102-09-26,,,677-56-1405,1,0
16464590,18612,M,2110-10-09,,2154-09-08,,1,1
10992284,12018,F,2062-06-20,,2160-07-25,473-77-2797,1,0
10963730,4284,M,2084-03-26,,,,1,1
753800,14460,M,2107-09-26,2152-07-29,,111-09-9128,0,1
14085086,20122,F,2146-12-11,2152-06-22,,235-82-5019,0,0
6386285,7245,F,2126-10-15,2152-07-27,,,0,0
97526,9155,M,2047-01-10,2137-02-14,,,1,1
12752057,83567,M,2085-10-30,2152-08-10,,041-91-5614,0,1
5038628,1266,M,2105-08-14,,,,0,1
14080373,93693,M,2085-02-21,,,,1,1
5606169,16028,M,2071-01-03,,,692-63-3787,0,1
11917725,23967,M,2078-01-26,2155-10-08,,,1,1
8819513,11699,F,2110-03-31,,,,1,0
2399037,2636,M,2114-06-11,,,021-23-6920,0,1
12288917,12975,F,2113-09-07,2152-08-16,,,0,0
11010504,84497,F,2080-05-14,,,061-10-8353,1,0
1349212,57294,F,2129-08-20,,2151-11-18,,0,0
629283,17203,M,2091-11-23,,2151-12-08,558-13-6608,0,1
7829698,22402,F,2067-02-21,2152-09-12,,,0,0
7345858,20088,M,2144-03-01,,,,0,1
4891179,92133,M,2094-12-02,,2151-10-31,,1,1
10327687,29391,F,2039-08-25,,,,1,0
16432776,22679,F,2059-08-05,,2185-10-24,,1,0
12784000,14994,F,1836-12-16,,,,1,0
10738427,21610,F,2101-10-20,,,,1,0
8068387,-153,M,2076-10-31,2197-02-08,2181-04-08,160-50-3734,1,1
16750868,41757,M,2119-08-24,,,104-74-4136,1,1
9344237,2228,M,2085-10-17,,,,0,1
11025848,89917,M,2098-10-12,,,691-80-5916,1,1
12532305,30191,M,2121-02-03,2121-08-01,,,1,1
14852576,28580,M,2058-09-09,2152-07-21,,,0,1
4873142,3535,F,2090-08-07,,2144-01-17,144-76-5776,1,0
19728,21733,M,2124-02-27,,,,0,1
13666756,7506,M,2122-09-06,,2151-11-18,,0,1
153975,12956,F,2097-05-04,,,,1,1
2613193,2054,F,2137-04-04,2152-07-26,,283-43-5771,0,0
6385945,21675,F,2112-06-15,,,034-33-3826,0,0
16312417,82121,F,2125-06-01,,2151-11-09,,0,0
4961245,66258,F,2071-09-02,,,,0,0
4450323,30235,F,2122-07-27,,,,1,1
13533858,50438,F,2144-12-24,2152-07-19,,421-69-9552,0,0
2400029,3628,F,1894-11-30,,2118-05-07,,1,0
6496040,5198,F,2117-04-30,2147-02-15,,647-66-9286,1,0
2554601,79666,M,2107-11-26,,2151-11-12,783-88-2077,0,1
16653278,21582,F,2098-06-15,,,,0,0
16030415,27018,F,2107-11-04,,,,0,0
1822570,21592,M,2047-08-01,,,,0,1
10489224,22248,M,2082-05-17,,,061-92-2708,0,1
12987455,90910,M,2078-01-17,,,,1,1
12266987,4615,F,2074-07-06,,,,0,0
15613069,65613,F,2133-02-27,,2151-11-15,,0,0
2066693,70880,M,2075-01-05,,2151-11-14,,0,1
13439165,28038,M,2142-10-24,,,,0,1
12328076,21561,M,2086-04-18,,,,0,1
12156590,25839,M,2099-11-10,,2144-12-29,,1,1
9284913,65540,F,2060-01-16,2137-08-26,,,1,0
6960843,59147,F,2061-07-03,,2151-11-22,,0,0
6249569,94330,M,2082-07-27,2187-10-31,,799-37-5143,1,1
1872328,25636,M,2114-03-15,,2151-11-10,356-97-8647,0,1
14681762,92526,M,2085-12-25,,2165-05-20,,1,1
11357714,673,F,2039-12-05,2152-07-30,,558-63-8339,0,0
7400953,27798,F,2067-01-23,,,,0,0
14494443,20106,M,2175-07-04,2152-07-29,,,0,1
6292865,67809,M,2112-09-05,,,549-86-8443,1,0
15933596,63737,F,2103-10-25,2192-12-29,2106-06-26,587-15-2133,1,0
6891356,24638,F,2028-07-19,2152-07-23,,222-95-5885,0,0
14835300,9737,F,2069-02-27,,,,1,0
8998964,74750,F,2096-03-01,2152-08-14,2151-12-01,045-22-3338,0,0
9246001,17835,M,2129-12-06,,,408-16-9159,0,1
16033536,67530,F,2068-03-01,,2142-09-07,,1,0
4954913,72242,F,2119-04-06,,,620-65-3411,1,0
15852565,1815,M,2046-01-20,,,,1,1
14675614,26832,M,2084-02-10,2152-08-25,,,0,1
14578344,98902,F,2101-01-30,2152-06-27,,,0,0
16376731,30762,F,2065-07-10,,,,0,0
11809250,2769,F,2075-01-14,2152-07-09,,,0,0
8765468,28580,F,2078-11-10,2159-05-28,,,1,0
3444932,17700,M,2037-12-17,,2151-11-29,,1,1
6501076,20252,F,2136-10-10,2152-09-04,,107-53-5589,0,0
7442708,19254,M,2113-12-04,,2151-11-17,445-68-4958,0,1
16044588,50151,M,2067-05-24,2193-01-31,,,1,1
16074756,27659,M,2084-11-02,,,,1,1
13980282,77428,F,2048-06-06,,2151-11-19,,0,0
16673264,22008,M,2119-10-25,2152-08-11,,720-83-6079,0,1
10292988,71584,F,1888-04-05,,,,1,0
4653297,30434,F,2172-12-16,2152-07-11,2151-12-18,,0,0
13123602,16460,M,2100-11-02,,,,1,1
816357,40447,F,2165-12-06,,2151-11-09,,0,0
5931517,52218,F,2103-09-02,,,191-24-9991,1,0
16593545,51768,M,2085-04-05,2199-05-22,,,1,1
15975769,7816,F,2111-01-17,,,,1,0
4953214,73995,F,2088-03-01,,,,1,0
7797511,15031,M,2097-04-15,,,286-99-7183,1,1
6821370,24120,F,2064-12-02,,,,0,0
8765524,6192,M,2152-06-12,,2151-11-11,,0,1
8193431,24771,F,2063-01-25,,,,1,0
11022016,19975,M,2169-01-26,,2151-11-21,534-89-0073,0,1
7802156,1870,F,1825-04-23,,,,1,0
12824340,45408,M,2045-12-13,,2151-11-21,,1,1
4551919,45301,M,2044-12-30,,,,1,1
4916589,9786,F,2128-10-20,,,,0,0
3103297,26988,M,2124-06-07,,,498-98-8781,0,1
4464699,17528,M,2088-08-01,,,366-90-0906,1,1
2157585,11570,F,2122-07-31,,,086-86-8616,0,0
4432214,29818,F,2116-04-25,,,825-16-2898,0,0
14270364,63383,F,2120-12-07,2152-07-23,,,0,0
10369936,25918,F,2125-06-12,2152-08-04,,,0,0
3508541,21475,M,2114-03-15,,,,0,1
5639803,69220,M,2117-04-24,2152-07-27,,459-12-9090,0,1
9882019,88669,F,2115-11-14,,,,0,0
14498113,18647,M,2107-03-27,,,,0,1
8305151,20511,M,2122-07-25,,,,1,1
3706107,23438,M,2092-03-09,,,,0,1
15894937,44782,F,2068-05-04,,,,0,0
4699652,71145,F,2065-09-06,2180-06-02,2151-11-26,,1,0
13965938,95004,M,2082-06-05,2152-07-14,,,0,1
13337188,28371,F,2179-03-17,,,,0,0
14461810,29761,F,2122-09-07,2152-07-31,2151-11-27,,0,0
8689242,47857,M,2096-05-22,2195-08-23,,,1,1
9740746,20751,F,2099-01-03,,,,1,0
12633790,28503,M,2075-07-31,2196-10-29,,,1,1
16578208,59126,M,2058-01-16,,,,0,1
13182376,30304,F,2161-04-08,,2151-11-27,,0,0
9017406,12008,F,1838-11-12,2127-12-02,,,1,0
15034335,5963,F,1882-02-05,2180-10-23,2194-01-08,,1,0
14877803,22341,M,2173-07-30,2120-06-25,,497-20-2765,1,1
