ROW_ID,SUBJECT_ID,GENDER,DOB,DOD,DOD_HOSP,DOD_SSN,EXPIRE_FLAG,GENDER_CODE
3319508,28769,F,2088-04-09,2139-09-10 00:00:00,2101-07-27 00:00:00,154-91-4913,0,0
3345417,57151,M,2116-09-03,2165-09-18 00:00:00,UNKNOWN,812-68-6677,1,1
11491764,82947,F,1961-08-13,2187-03-23 00:00:00,UNKNOWN,782-67-4297,1,0
2059981,23385,M,2105-07-25,UNKNOWN,UNKNOWN,334-50-3896,1,1
5413087,65196,F,2122-04-03,UNKNOWN,UNKNOWN,886-85-2788,0,0
16688143,12340,M,2128-10-09,UNKNOWN,UNKNOWN,547-25-6022,0,1
5127250,68094,F,2067-06-07,2155-04-14 00:00:00,2134-10-30 00:00:00,014-25-6616,1,0
15262172,67061,F,2023-12-06,UNKNOWN,2140-11-16 00:00:00,065-19-4656,0,0
5461408,10447,M,2139-07-04,UNKNOWN,UNKNOWN,306-11-7367,0,1
10225569,65375,M,2057-02-01,2187-03-29 00:00:00,2159-12-25 00:00:00,110-98-2219,0,1
10794071,7214,M,2131-05-18,UNKNOWN,UNKNOWN,300-94-6885,0,1
10496778,2924,F,1930-04-19,2161-02-07 00:00:00,2179-11-25 00:00:00,614-77-8902,0,1
15764298,17711,M,2041-09-26,UNKNOWN,UNKNOWN,299-37-6066,0,0
5076072,19594,M,2086-09-13,UNKNOWN,2172-10-05 00:00:00,580-20-0612,0,1
12021257,64721,M,2113-11-03,UNKNOWN,UNKNOWN,010-32-6717,0,1
808635,73905,F,2168-11-24,UNKNOWN,UNKNOWN,217-75-5564,0,0
9017757,90969,F,2085-08-21,UNKNOWN,2164-09-29 00:00:00,496-05-6096,0,1
11902894,4645,M,2077-12-14,2144-03-31 00:00:00,2102-05-15 00:00:00,016-04-2636,0,1
9501774,24903,M,2147-06-07,UNKNOWN,UNKNOWN,530-02-2364,0,1
791929,15554,F,2029-06-10,2124-07-18 00:00:00,UNKNOWN,368-39-9062,0,0
10230942,1138,M,2098-07-05,UNKNOWN,UNKNOWN,449-19-6608,1,1
9102458,11286,M,2115-04-11,UNKNOWN,UNKNOWN,833-04-8276,0,1
8931899,18354,F,2120-05-26,UNKNOWN,UNKNOWN,886-10-5141,1,1
9654597,6269,F,2101-07-05,UNKNOWN,UNKNOWN,525-17-3528,0,0
11930258,27947,M,2096-10-08,2173-12-09 00:00:00,UNKNOWN,133-52-2267,1,0
5711574,1363,F,2095-10-30,UNKNOWN,UNKNOWN,331-10-0441,0,0
5793316,15722,M,2133-07-08,UNKNOWN,UNKNOWN,853-27-4700,1,1
1094365,23243,M,2128-05-29,2174-07-05 00:00:00,2186-09-15 00:00:00,706-90-9888,1,1
13268970,12827,M,2112-11-22,2173-07-19 00:00:00,2141-04-23 00:00:00,895-79-7147,1,1
4085018,66710,F,2163-12-06,UNKNOWN,UNKNOWN,553-74-6600,0,1
4435524,99004,M,2007-04-30,UNKNOWN,UNKNOWN,080-79-3276,0,1
2894559,14712,F,1884-02-24,2178-06-19 00:00:00,2145-01-18 00:00:00,583-41-2132,0,0
5002402,12040,M,2164-07-20,UNKNOWN,UNKNOWN,598-49-5673,0,1
5345990,75160,F,1975-03-14,UNKNOWN,UNKNOWN,007-22-1140,0,0
5996154,27603,M,2063-08-25,UNKNOWN,2116-07-31 00:00:00,654-68-2818,1,1
5240101,29805,M,2121-09-20,2138-06-27 00:00:00,UNKNOWN,062-35-4191,0,1
16149722,21227,F,2111-05-12,2195-12-27 00:00:00,UNKNOWN,625-47-9844,0,0
13318467,19795,M,2065-11-15,UNKNOWN,2138-10-21 00:00:00,732-19-8820,0,0
11492616,19306,M,2176-12-01,2130-02-11 00:00:00,2112-05-25 00:00:00,369-95-1930,1,1
4620348,57333,M,2111-04-16,2151-07-21 00:00:00,UNKNOWN,235-68-7932,0,1
16078258,12599,F,2151-09-23,UNKNOWN,UNKNOWN,788-17-7919,0,1
10797489,46551,F,2107-10-02,2167-05-18 00:00:00,2157-06-24 00:00:00,463-27-6142,1,0
1834924,55944,M,2057-03-31,2150-05-26 00:00:00,UNKNOWN,134-08-0991,1,1
12880803,5445,F,2073-03-28,UNKNOWN,UNKNOWN,055-76-2239,1,1
11730065,5562,M,2106-02-27,UNKNOWN,UNKNOWN,198-86-5285,0,1
11901394,26591,M,2133-11-11,UNKNOWN,UNKNOWN,122-40-1799,0,1
4817209,28479,M,2154-04-18,2151-07-15 00:00:00,2188-11-12 00:00:00,789-19-0642,1,1
1434266,77565,F,2093-11-04,2122-07-24 00:00:00,2145-05-04 00:00:00,358-20-9397,1,0
1981927,11929,M,2133-02-02,UNKNOWN,UNKNOWN,446-31-8216,0,1
2368047,15868,M,2168-07-27,UNKNOWN,UNKNOWN,216-81-1420,0,1
3966445,12766,M,2028-03-21,UNKNOWN,UNKNOWN,680-83-3729,0,0
2400848,83132,F,1964-12-30,UNKNOWN,UNKNOWN,023-58-1234,1,0
1062736,81692,F,2026-11-02,2187-10-02 00:00:00,UNKNOWN,532-19-0136,1,0
8979850,26835,M,2126-04-26,UNKNOWN,2113-11-09 00:00:00,267-70-9835,0,0
12040193,81081,M,2112-05-01,UNKNOWN,UNKNOWN,284-13-6127,0,1
3783429,55143,M,2056-01-05,2138-07-29 00:00:00,2162-05-27 00:00:00,559-30-1236,1,0
185218,14804,F,2125-09-14,UNKNOWN,UNKNOWN,662-18-6803,0,0
4044741,44616,F,1886-06-19,UNKNOWN,UNKNOWN,787-98-1099,0,0
9984635,10001,F,2073-11-01,2146-01-18 00:00:00,UNKNOWN,238-92-9077,0,0
1715260,56301,M,2122-03-18,UNKNOWN,UNKNOWN,884-62-8660,0,0
2664557,29431,M,2122-04-09,UNKNOWN,UNKNOWN,506-37-0086,0,1
11784059,8154,F,2184-03-13,UNKNOWN,UNKNOWN,181-20-6303,0,0
133520,4188,F,2165-10-17,UNKNOWN,UNKNOWN,746-15-8758,0,0
4866846,7141,F,2144-01-15,UNKNOWN,2168-12-23 00:00:00,774-45-0156,1,1
16567705,13335,F,2099-06-09,UNKNOWN,UNKNOWN,707-60-0916,0,0
901600,89854,M,2033-03-13,UNKNOWN,UNKNOWN,779-09-5300,0,0
7645166,54682,F,2143-12-09,UNKNOWN,UNKNOWN,130-16-1458,0,0
6124425,17038,M,2111-06-08,UNKNOWN,UNKNOWN,705-30-3862,0,1
9548044,93398,F,2175-03-23,UNKNOWN,UNKNOWN,489-04-2217,0,1
1293665,20739,M,2087-07-06,2113-09-19 00:00:00,UNKNOWN,639-45-9032,0,1
14686102,67140,M,1917-10-22,2199-10-01 00:00:00,2145-03-07 00:00:00,360-37-4590,1,1
11817288,97330,M,2160-07-26,UNKNOWN,UNKNOWN,758-92-1752,0,1
842991,12983,M,1990-06-14,UNKNOWN,2135-04-24 00:00:00,377-46-4122,0,1
6293319,17904,F,2112-07-27,UNKNOWN,UNKNOWN,367-20-9534,0,0
954897,28909,M,2096-12-24,UNKNOWN,UNKNOWN,701-05-6958,0,0
13101087,96686,F,2005-11-08,2193-08-22 00:00:00,UNKNOWN,777-57-9644,1,0
195143,21712,M,2049-01-10,UNKNOWN,UNKNOWN,583-94-2480,0,1
9056940,354,F,1969-10-06,UNKNOWN,2202-01-18 00:00:00,001-16-8670,1,0
7514713,20218,M,2114-09-13,UNKNOWN,2137-10-11 00:00:00,742-63-8314,1,1
16507582,16807,F,2009-02-18,2167-09-04 00:00:00,2197-08-01 00:00:00,047-01-2622,1,1
15683869,15002,M,2059-01-25,UNKNOWN,UNKNOWN,130-83-5803,0,1
8333236,927,M,2090-11-26,2164-08-07 00:00:00,UNKNOWN,791-18-0445,0,1
13434410,19319,F,2133-01-27,UNKNOWN,2116-11-29 00:00:00,022-07-0335,0,0
15117592,2986,F,1973-04-24,UNKNOWN,UNKNOWN,774-22-2501,0,0
10132445,99440,M,2025-11-01,2105-02-28 00:00:00,2158-07-14 00:00:00,608-91-5856,0,1
312113,92955,M,2015-08-10,2191-11-02 00:00:00,2139-04-06 00:00:00,478-22-2242,1,1
16598707,22024,M,1991-10-26,2108-01-12 00:00:00,UNKNOWN,568-68-5262,0,0
13441380,44632,M,2155-09-11,UNKNOWN,UNKNOWN,559-21-7426,0,1
5737073,15331,F,2087-06-18,UNKNOWN,UNKNOWN,653-25-7112,0,0
8268802,6243,F,2011-10-01,2194-02-07 00:00:00,UNKNOWN,542-15-8328,1,0
5611000,2875,M,2132-07-02,UNKNOWN,UNKNOWN,317-62-5942,0,1
12889248,26472,F,2040-02-22,2184-07-17 00:00:00,2159-08-29 00:00:00,555-19-0720,1,0
2368893,12628,F,2115-12-06,UNKNOWN,UNKNOWN,290-01-1294,0,0
6405486,29321,M,2101-10-19,UNKNOWN,UNKNOWN,096-31-2465,0,1
6217745,9575,M,2070-02-19,UNKNOWN,UNKNOWN,161-49-5389,0,1
6355742,31634,F,2066-04-29,UNKNOWN,2135-03-05 00:00:00,864-47-2307,0,0
13839324,89493,M,2036-03-03,UNKNOWN,UNKNOWN,600-79-4228,1,1
7621001,72908,M,2069-09-21,UNKNOWN,UNKNOWN,675-19-3209,0,0
3153591,88220,F,2131-03-29,2126-01-23 00:00:00,UNKNOWN,576-24-2082,1,1
11506935,30183,F,2033-01-16,UNKNOWN,UNKNOWN,225-17-5921,0,0
9481781,88731,M,2182-05-27,UNKNOWN,UNKNOWN,480-41-8202,0,1
4119854,60146,M,2092-07-17,UNKNOWN,UNKNOWN,493-14-9931,0,1
8050902,24374,M,2036-10-01,2143-02-17 00:00:00,UNKNOWN,064-17-5023,1,1
5437971,27507,M,1802-04-18,2123-10-05 00:00:00,UNKNOWN,139-71-2747,1,0
5338220,69805,F,1977-06-01,UNKNOWN,UNKNOWN,365-96-6652,0,0
3348971,20605,F,2144-12-24,UNKNOWN,UNKNOWN,585-08-8282,0,0
13574492,73756,M,2082-10-30,UNKNOWN,UNKNOWN,643-38-4647,1,1
1425101,27345,M,2118-04-21,2170-04-01 00:00:00,UNKNOWN,156-52-0365,0,1
10066264,15249,F,2169-10-29,UNKNOWN,UNKNOWN,324-98-9405,0,1
9094416,27362,M,1982-03-13,2168-04-12 00:00:00,UNKNOWN,781-60-2453,1,0
4439548,92288,M,2057-12-02,2102-04-04 00:00:00,UNKNOWN,662-36-9664,0,0
13189673,18048,M,2138-05-31,UNKNOWN,UNKNOWN,049-57-9278,0,1
3519185,6334,M,2074-02-18,UNKNOWN,UNKNOWN,485-78-0178,0,1
2451842,99023,M,2111-10-11,UNKNOWN,UNKNOWN,623-40-0554,0,1
9235957,63292,M,2032-12-17,2202-06-09 00:00:00,UNKNOWN,071-34-8397,0,1
1341344,13498,F,2142-05-24,UNKNOWN,UNKNOWN,634-71-5653,0,1
6968197,26418,F,2091-10-14,UNKNOWN,UNKNOWN,045-30-0295,0,1
10286392,90904,F,2047-03-25,UNKNOWN,2107-04-04 00:00:00,837-21-1530,0,0
11015684,61667,M,2151-04-04,UNKNOWN,UNKNOWN,275-90-8782,0,1
14851564,32611,M,2062-04-21,2114-12-08 00:00:00,UNKNOWN,696-02-5854,0,1
9983914,19911,M,2156-04-18,2126-12-12 00:00:00,UNKNOWN,041-88-4587,0,1
10255846,69442,F,2120-01-02,2112-10-16 00:00:00,2154-06-26 00:00:00,086-71-6609,1,0
5002801,43893,M,2084-02-05,2176-09-11 00:00:00,2198-05-12 00:00:00,693-63-1715,0,1
11901765,67050,F,2022-10-19,2122-12-07 00:00:00,UNKNOWN,281-15-7471,1,0
737934,44323,F,1908-04-20,2190-11-04 00:00:00,2197-10-22 00:00:00,412-07-4270,0,1
12878402,21349,M,2046-07-02,2187-11-11 00:00:00,UNKNOWN,266-37-1866,0,1
2557505,26105,F,2029-02-06,UNKNOWN,UNKNOWN,390-41-9203,0,0
16253042,15723,M,2129-05-06,UNKNOWN,UNKNOWN,434-68-5625,0,1
9804998,24091,M,2019-07-19,2166-11-29 00:00:00,UNKNOWN,097-67-0832,0,1
8881689,18839,F,2140-12-22,UNKNOWN,UNKNOWN,444-80-2940,0,1
4389545,1552,M,2116-07-30,UNKNOWN,UNKNOWN,835-51-2610,0,1
2315289,94734,M,1963-07-02,UNKNOWN,UNKNOWN,635-69-6087,0,1
14096818,84632,F,2162-05-26,UNKNOWN,UNKNOWN,667-50-7855,1,0
14445459,23301,M,2142-12-09,UNKNOWN,UNKNOWN,546-13-7302,0,1
11685676,11358,M,2052-06-21,2179-05-08 00:00:00,UNKNOWN,050-99-6121,1,1
16567103,7611,F,2080-02-10,2126-04-22 00:00:00,2168-04-13 00:00:00,606-50-4558,1,0
3816688,40519,F,2150-09-02,UNKNOWN,UNKNOWN,533-20-9047,0,0
9572806,52456,M,2050-02-27,2191-05-25 00:00:00,UNKNOWN,408-46-1962,0,0
195977,32067,M,2099-12-10,2162-04-09 00:00:00,2184-02-18 00:00:00,669-61-4927,1,1
15035908,3226,M,2096-06-12,UNKNOWN,2167-03-19 00:00:00,209-90-4755,1,1
3706636,12033,M,2077-04-01,2180-01-05 00:00:00,2170-11-20 00:00:00,300-64-0659,0,1
6552681,6025,F,2072-12-21,UNKNOWN,UNKNOWN,460-23-5734,0,0
13498932,42093,M,2123-09-18,UNKNOWN,UNKNOWN,132-50-0245,0,1
15864683,90688,F,2105-12-02,2143-09-10 00:00:00,UNKNOWN,445-04-9918,0,1
7241186,21934,M,2144-06-21,2175-03-23 00:00:00,UNKNOWN,524-95-7304,0,1
5390775,5325,M,2104-11-30,UNKNOWN,UNKNOWN,349-82-7793,0,0
11259418,5193,F,2096-11-26,UNKNOWN,UNKNOWN,002-60-8800,0,0
5874360,21554,F,1981-09-19,UNKNOWN,UNKNOWN,449-77-4612,0,0
5447547,72540,F,2086-12-29,UNKNOWN,UNKNOWN,128-86-7621,1,1
7006557,44191,M,2051-05-10,UNKNOWN,2152-12-28 00:00:00,175-81-8956,0,1
7008519,13195,M,2136-01-17,2150-10-17 00:00:00,UNKNOWN,485-17-5937,1,1
8808621,44841,M,1996-03-18,UNKNOWN,UNKNOWN,726-95-7219,0,1
2769720,7007,F,2166-10-23,UNKNOWN,UNKNOWN,150-37-4085,0,1
13861484,66190,F,2019-07-25,UNKNOWN,2163-05-18 00:00:00,610-96-6901,0,0
2747734,17804,M,2030-03-16,UNKNOWN,UNKNOWN,438-08-0490,0,1
3839127,28073,M,2056-10-10,2117-11-22 00:00:00,2180-04-25 00:00:00,438-11-3018,0,1
2444282,31426,F,1988-07-09,UNKNOWN,UNKNOWN,023-46-4702,1,0
1610145,17163,M,2090-06-22,UNKNOWN,UNKNOWN,897-16-7936,0,0
11216279,97492,M,2166-08-24,UNKNOWN,UNKNOWN,258-53-3366,1,0
946154,15428,M,2071-04-03,UNKNOWN,UNKNOWN,276-01-2927,0,1
15229631,21078,F,2051-08-23,2153-01-17 00:00:00,UNKNOWN,715-38-9168,1,1
8853237,18528,F,2101-12-11,2196-10-30 00:00:00,UNKNOWN,432-08-4695,1,0
10867220,17500,F,2052-07-04,UNKNOWN,2150-08-20 00:00:00,461-76-9970,1,0
5097967,712,F,2081-03-24,UNKNOWN,UNKNOWN,257-34-8961,1,0
10288879,23892,M,2090-07-14,2189-12-08 00:00:00,UNKNOWN,093-97-2032,1,1
464023,91475,F,2040-12-15,UNKNOWN,UNKNOWN,827-53-7320,0,0
15550379,10011,M,1969-05-02,UNKNOWN,UNKNOWN,537-44-6697,0,0
1425947,31283,M,2091-02-10,UNKNOWN,UNKNOWN,627-50-6536,0,0
10462032,64354,F,2043-05-09,2161-01-21 00:00:00,2129-10-15 00:00:00,774-87-8336,1,1
9595376,29937,M,2117-08-12,2188-06-05 00:00:00,2173-11-08 00:00:00,304-86-8603,1,1
15140919,4270,M,2142-11-09,UNKNOWN,UNKNOWN,527-56-0704,0,1
7120380,44506,M,2060-03-10,UNKNOWN,UNKNOWN,188-21-8400,0,1
1377115,10562,F,2121-02-03,UNKNOWN,UNKNOWN,769-05-3021,1,1
6875530,27775,F,2130-01-26,2151-11-06 00:00:00,2164-07-20 00:00:00,235-32-9642,1,1
9424990,31106,M,2100-01-24,UNKNOWN,UNKNOWN,266-84-0478,0,1
7470412,18305,F,2131-08-02,2130-12-26 00:00:00,2195-05-14 00:00:00,285-30-3543,1,1
15929298,79032,M,2119-03-31,UNKNOWN,UNKNOWN,258-97-3125,1,1
5229993,7689,F,2152-10-02,UNKNOWN,UNKNOWN,764-40-0204,0,1
732136,32359,M,2034-03-23,UNKNOWN,UNKNOWN,846-62-9227,0,0
6707438,28410,M,2101-04-09,UNKNOWN,UNKNOWN,766-25-3323,0,1
15873215,2953,M,2145-01-05,UNKNOWN,UNKNOWN,447-18-7170,0,1
16130987,15654,F,2127-05-25,UNKNOWN,UNKNOWN,664-74-2360,0,1
10096620,832,M,2164-09-19,2174-10-10 00:00:00,UNKNOWN,033-48-1407,1,1
3150354,69591,M,1867-07-09,2140-11-03 00:00:00,UNKNOWN,831-65-9868,1,0
12304026,64062,F,1950-12-14,2153-12-04 00:00:00,2153-01-01 00:00:00,316-94-6860,1,0
9655819,26185,M,2054-09-14,UNKNOWN,UNKNOWN,849-10-5440,0,0
13620590,57779,M,2018-03-18,2197-10-23 00:00:00,UNKNOWN,113-11-1021,0,1
1894508,86511,M,2121-06-13,2172-06-20 00:00:00,UNKNOWN,834-44-8600,0,0
1304717,8188,F,2132-03-16,UNKNOWN,UNKNOWN,163-27-4975,0,0
9216941,3670,F,2103-03-06,2190-04-04 00:00:00,UNKNOWN,656-17-8567,1,0
10575970,27689,M,2154-10-03,UNKNOWN,UNKNOWN,175-73-1898,0,1
10800142,42765,M,1988-09-09,2156-08-07 00:00:00,UNKNOWN,888-70-0352,1,1
7021686,15833,M,2140-06-08,UNKNOWN,UNKNOWN,613-77-8692,0,1
4994945,22229,F,2010-10-02,2150-12-22 00:00:00,UNKNOWN,719-69-1777,0,0
3103128,2293,M,2106-07-27,UNKNOWN,UNKNOWN,789-50-9415,0,1
5691797,26148,M,2114-06-16,UNKNOWN,UNKNOWN,163-98-7997,0,1
6482098,30847,F,2127-09-01,2129-02-22 00:00:00,UNKNOWN,736-42-0125,0,0
2361990,40912,M,2138-09-05,2168-11-21 00:00:00,UNKNOWN,631-20-8808,1,0
339705,49650,F,2155-07-04,UNKNOWN,UNKNOWN,172-06-7511,0,1
5403305,887,F,2108-09-02,2120-11-14 00:00:00,UNKNOWN,384-13-2481,1,0
12303131,12516,M,2027-10-22,2189-06-24 00:00:00,UNKNOWN,286-17-8042,0,1
8499636,15295,M,2008-11-01,UNKNOWN,2186-09-17 00:00:00,845-41-4117,0,1
631990,29254,F,2155-03-15,2123-12-14 00:00:00,UNKNOWN,609-20-8427,1,1
1864577,11845,F,1981-11-30,UNKNOWN,UNKNOWN,856-57-3518,0,0
4987574,56240,F,2098-09-10,UNKNOWN,UNKNOWN,126-24-0111,0,1
4347123,57126,M,2115-01-25,UNKNOWN,UNKNOWN,839-25-7635,0,1
6959512,53600,M,2021-04-28,UNKNOWN,UNKNOWN,443-58-5821,0,1
5927664,26849,F,2076-07-12,UNKNOWN,UNKNOWN,317-81-0238,0,0
1591704,46775,F,2088-11-12,UNKNOWN,UNKNOWN,796-78-7073,0,0
10854649,4347,F,2026-04-24,2188-01-28 00:00:00,UNKNOWN,397-24-5113,0,0
5972867,9304,M,2045-09-07,UNKNOWN,UNKNOWN,888-96-8833,0,0
4727924,25695,F,2001-09-27,2179-11-11 00:00:00,UNKNOWN,136-44-4849,1,1
7977067,63320,M,1978-03-27,UNKNOWN,UNKNOWN,770-53-3751,0,1
6340788,43437,M,2036-03-20,UNKNOWN,2171-08-01 00:00:00,358-42-3445,0,1
346286,68887,M,2106-03-19,2121-05-02 00:00:00,UNKNOWN,556-02-9686,1,1
4686194,10340,F,1990-08-05,2157-10-08 00:00:00,UNKNOWN,827-40-5082,1,0
10737005,5354,F,2118-07-29,UNKNOWN,UNKNOWN,268-24-0134,0,1
3341970,94030,M,2157-05-14,UNKNOWN,UNKNOWN,048-09-7514,0,1
4256705,5178,F,2100-11-12,UNKNOWN,UNKNOWN,098-95-2511,0,0
3583981,48257,F,2095-12-23,UNKNOWN,UNKNOWN,540-96-1276,0,0
2343102,96238,M,2089-07-26,2180-01-28 00:00:00,2121-02-22 00:00:00,110-85-3294,1,1
16582137,88726,M,2104-02-24,2119-12-14 00:00:00,2117-01-25 00:00:00,216-16-3595,1,0
11500866,18523,F,2178-06-02,2113-04-22 00:00:00,2116-12-18 00:00:00,545-42-7671,1,1
3254685,46935,F,2084-11-12,2114-12-05 00:00:00,UNKNOWN,867-60-3515,1,1
3278497,11539,F,2177-06-23,UNKNOWN,UNKNOWN,396-84-7557,0,0
8393103,18295,F,2129-01-31,2203-07-26 00:00:00,2180-04-20 00:00:00,891-20-4526,0,1
12449635,78570,F,2183-08-22,UNKNOWN,UNKNOWN,600-67-5949,0,0
14863103,6345,M,1959-12-17,UNKNOWN,UNKNOWN,629-70-8216,1,1
